1.941879427278948648e-13,8.930884911174766794e-01,1.069115088823280185e-01,2.446072034070220192e-16,9.895486402589102596e-19,8.300588562907277114e-17
2.895027021696928564e-11,8.486820611665596426e-02,9.151317938543972463e-01,2.037843339538464247e-19,8.463321781372915510e-34,1.490205426220369446e-21
1.253118080016034567e-30,2.376445805562517017e-22,1.071824935764578793e-23,1.277957792342365381e-02,1.195228889007277374e-27,9.872204220765786742e-01
2.092859839003524950e-27,4.479152417874029957e-01,5.520847582125925079e-01,2.938750254688029467e-19,3.961157822901806161e-15,6.940109182034427543e-21
1.448195373830909997e-21,4.448185968539101438e-18,8.864318586613430782e-19,1.187490546853083029e-01,2.199196924262073962e-21,8.812509453146946115e-01
3.164388185651103080e-23,1.530679938608237233e-18,8.056907602828514589e-19,1.082892062961808288e-01,9.270618626816688651e-20,8.917107937038208920e-01
2.737797887471046065e-16,4.111502204725749898e-01,5.888497795274232338e-01,7.466412379428333443e-17,1.337907128216807274e-20,2.757766191847131181e-18
1.583477582831058686e-21,4.929797775229316048e-19,1.023413891421467523e-18,3.173187455855418504e-01,1.824747435569860990e-18,6.826812544144577055e-01
9.999996641022330657e-01,3.177019234969473813e-07,1.819008033780869886e-08,5.400950178008853750e-12,3.842376819067971151e-42,3.600554071255173199e-13
2.956908898436287138e-24,9.899677643093067204e-15,5.996140892043330199e-14,1.167719130911388514e-01,4.970275005317985965e-11,8.832280868590867140e-01
8.600951629725013199e-18,6.594402635277656504e-15,2.253282811534416355e-14,4.867377047596734840e-01,2.813315756535779046e-14,5.132622952402671190e-01
1.055201558794805813e-20,1.746671126433984311e-01,8.253328873566049273e-01,5.456945251401933251e-17,2.613305943463004091e-19,6.458136638246391285e-19
6.163948752808393666e-17,3.847459769544742108e-16,5.604496062557136578e-16,5.295541228407150136e-01,2.418044460442543021e-17,4.704458771592872623e-01
9.688987434060884178e-33,1.583300133425669104e-06,6.342652486014926493e-05,1.085265846817073189e-08,9.999349751300413702e-01,4.192307560785190298e-09
6.084771981321142344e-20,1.776349029975153139e-18,9.298690312078353728e-17,8.017042241273980574e-01,1.607993630972206581e-13,1.982957758724401276e-01
8.726739893248760469e-18,3.405638260806510076e-21,3.464687618724406789e-20,9.021361556949304417e-01,1.428081123059308767e-19,9.786384430506789300e-02
2.509449831948469289e-12,6.967157793366531848e-01,3.032842199743236433e-01,5.451816485012901592e-10,4.740402189768551843e-13,1.408559947458577140e-10
3.695856605380207968e-15,3.812460478132384068e-11,1.391149612704680231e-11,2.516509259931871134e-01,1.468950758862583623e-14,7.483490739547569159e-01
2.555963297155639211e-17,4.055148774080699625e-01,5.944851225919277615e-01,1.543506884680146137e-19,9.620261340730869089e-24,4.583805778318897118e-21
9.999999999953317342e-01,1.686039356455868599e-12,2.633668525641781065e-12,3.504218635197904563e-13,3.037519601983535864e-54,6.514343953559868836e-17
3.302397340067986006e-10,1.341323127168141797e-16,3.321335206775690668e-17,9.252759473121185962e-01,1.408426853913356804e-24,7.472405235764091602e-02
2.384860374671648402e-17,5.468631698308210054e-15,1.306331923399041224e-14,4.839221389263024253e-01,4.330884427205576078e-15,5.160778610736712624e-01
6.561005707723312717e-22,1.730659507405816316e-13,1.518039691311216177e-12,2.352521673540122482e-01,8.576039557189000390e-10,7.647478317866938102e-01
7.969359072644468114e-45,3.663010900237814040e-09,1.165995199798432804e-07,1.001545997576982424e-13,9.999998797372954273e-01,7.623142807883855914e-14
2.385130631660542280e-24,6.583820139406731942e-01,3.416179860593293593e-01,2.724443901800093923e-22,3.490527359568209569e-20,9.814287759592421579e-24
9.999999999782787086e-01,7.279682442753560719e-12,2.254305426610006995e-12,1.217469037168188686e-11,1.681206843094531698e-49,1.467250679671343709e-14
1.164009910669649914e-14,4.029181511541822199e-13,1.660936697160825839e-12,7.202761063220373128e-01,1.459849284878700765e-13,2.797238936757404093e-01
5.407501554486733402e-51,2.237022612026117036e-18,3.458066182994345433e-13,6.621726679788234050e-09,9.999999908414523020e-01,2.536474483276184195e-09
5.763337139753864893e-41,3.320572461577635198e-11,7.689788960938842648e-09,1.158110450843779422e-09,9.999999897786011616e-01,1.340292855699587104e-09
1.700318773613727438e-33,7.475890690650564261e-06,8.968736852009032221e-05,7.987675706977995912e-10,9.999028353514572975e-01,5.905670731563965566e-10
1.331268417186924459e-06,8.664332557934222301e-01,1.335654127932062452e-01,1.107303888465292907e-10,4.747880781121008674e-20,3.422467167261415461e-11
1.754280062876149992e-12,3.946477578650717244e-01,6.053522421331740677e-01,1.277520374433334414e-18,5.106604469994353661e-27,4.509870959839048153e-20
2.264607353821240082e-20,5.859452312250453974e-21,1.955526026127898233e-20,6.190262808981568110e-01,3.297082826158408254e-20,3.809737191018452984e-01
9.999999402476138499e-01,3.569433255651105739e-08,1.994038692214661141e-09,2.135158861958224974e-08,7.977203360457423641e-38,7.124298108770217301e-10
7.011011202043891664e-25,4.484298511632329176e-01,5.515701487950921411e-01,9.998595502961605929e-16,4.167538936190326576e-11,5.619454075406633675e-17
1.567343611701391815e-15,1.826052680145801288e-14,9.091940494116658220e-14,7.276343753072053167e-01,2.633227736129353317e-14,2.723656246926551838e-01
2.664054440337973600e-11,7.529917915689526842e-01,2.470082083979228682e-01,5.338765379344656344e-12,1.374510398575255626e-16,1.143494120524054989e-12
2.059506575238708633e-49,1.218754341758760243e-19,7.435232144401095237e-14,2.981105555132219898e-07,9.999996213213016016e-01,8.056806607697597038e-08
5.707599221930691348e-14,2.737946353394496990e-01,7.262053646604914592e-01,1.330588527629492564e-15,3.800019333655058087e-22,3.001967183342192992e-17
9.999999969180137782e-01,9.681171635594245593e-11,4.992734672699549066e-12,2.952297861697694126e-09,4.296584577576312815e-44,2.788594329843895924e-11
7.829492156127031227e-13,9.044472382984583702e-13,1.484177675583917734e-12,7.389140333416399642e-01,1.683319684728067384e-15,2.610859666551842984e-01
3.238949624726926194e-21,1.587371280284064649e-13,1.901136094909976335e-14,3.842445287673767335e-02,9.179710679682929390e-17,9.615755471230833518e-01
5.641515253183470548e-15,5.256447859031934984e-16,8.465259183445699342e-17,4.673744628027435843e-01,7.956741633910644272e-22,5.326255371972523633e-01
9.964043388840541040e-17,9.056774510443688087e-01,9.432254895563228769e-02,1.436536919027444630e-17,7.768267151766781379e-17,4.759316058611320308e-18
5.619522324904397776e-16,2.979620554270889232e-01,7.020379445729075796e-01,9.504085041098224037e-16,3.897025368043340775e-20,2.449359029290214885e-17
5.344658565505537020e-47,9.011968592285074611e-14,2.683742128305147721e-10,7.042654120589842099e-11,9.999999996358752696e-01,2.523723505121382614e-11
1.262920155574069013e-13,2.879645052703793118e-01,7.120354947294952330e-01,8.185895592288429437e-16,1.067600085137216714e-22,1.940476320865340872e-17
2.005255010847726205e-40,3.529671770177102883e-10,4.340438178226496513e-08,2.544901644778624297e-10,9.999999557558477692e-01,2.323124884857749061e-10
6.045583019305871546e-19,3.492926202850245155e-18,1.414437827500991510e-16,8.333245163620255358e-01,6.301777364241817677e-14,1.666754836379078786e-01
1.317828611856299901e-29,4.943509797882665868e-01,5.056490202105472509e-01,6.158948745260301149e-19,1.185766901591935476e-12,1.713848109732751013e-20
1.458423079020957537e-34,1.099542622702428799e-06,1.395140176417345693e-04,3.668521011236223716e-09,9.998593823550855353e-01,4.161295371497437561e-10
9.999999999577440235e-01,3.157520683076906506e-11,5.849928066395969377e-12,4.815836500035524140e-12,1.307538653484727023e-49,1.469108507099601929e-14
2.085598368565406160e-17,3.073869012502613256e-13,1.591561194354914615e-12,5.102813445181654251e-01,5.312785430275894674e-12,4.897186554746220666e-01
1.748462888260381845e-17,2.468831515269454265e-13,1.306748047986065115e-13,2.181104961931947528e-01,1.835936543276827070e-15,7.818895038064253011e-01
2.673584314551548141e-11,3.402839182253111993e-13,1.000010649149551847e-13,6.945795527255642643e-01,1.396945025795599494e-19,3.054204472472572540e-01
4.621110713927834818e-20,1.952556624343990598e-21,9.907103538039493502e-22,5.205129433528096206e-01,4.420607157319668710e-24,4.794870566471891582e-01
5.028176420084822096e-24,9.094861110727094754e-23,2.232002919898534679e-22,3.641269752217961564e-01,7.046135508287143130e-22,6.358730247782037326e-01
3.510645391842211548e-18,2.719582961396841593e-17,1.922289614860598559e-16,6.743695286678219603e-01,1.050693870816472234e-15,3.256304713321744315e-01
4.153648369420592789e-20,8.650012196724526572e-16,1.919273144561189368e-15,2.736859671852862053e-01,4.745792426519217231e-15,7.263140328147072999e-01
3.398052427414246217e-42,4.486411821017629397e-14,5.585786680095508650e-10,2.525413450481916802e-08,9.999999713284997149e-01,2.858744869120359154e-09
9.999999772599112990e-01,1.821273151130664359e-08,1.367538548283457093e-09,3.086933259203570503e-09,1.819052788802257106e-39,7.288848763584320853e-11
8.536640017843345602e-16,2.963903425205815512e-01,7.036096574794068470e-01,8.550612873703691491e-15,8.464523049553932922e-19,2.425346729310035879e-16
9.999997535876464783e-01,1.768149536296019723e-07,6.959544438217462659e-08,1.934973317404244878e-12,7.899217663086788330e-43,2.160860335529259039e-14
1.047320618518449912e-15,1.754446261710942889e-17,3.275000257606077456e-17,7.606815624226831440e-01,5.117825983207865398e-19,2.393184375773136918e-01
3.338817360574485592e-25,3.955190910369998369e-01,6.044807704174686158e-01,1.879544977936906664e-13,1.385453235968941996e-07,1.757273479799276019e-14
9.999999993748076577e-01,6.039366174225280891e-12,1.404288341128049726e-13,6.140965882887656490e-10,1.872458943464015198e-49,4.917795545420050959e-12
9.999999993696633283e-01,3.400993574541619684e-10,5.991928044454764038e-11,2.291781657518303761e-10,6.542775533472863103e-44,1.137883235415130893e-12
9.999999802463224174e-01,1.709552059534738275e-08,2.619463894591554809e-09,3.814048122846990571e-11,1.805667927641863359e-42,5.531419030460869411e-13
4.207907572546689069e-21,1.281063206611522750e-17,2.877834360805925144e-17,2.826992385521257534e-01,7.965271601517903636e-17,7.173007614478771332e-01
6.977197333027498841e-22,4.666329985050285400e-01,5.333670014948922455e-01,5.372944334615264751e-16,7.513588443932561706e-14,2.873395837145031225e-17
8.167765947815938529e-16,2.803318696051665393e-01,7.196681303948285757e-01,9.903896175522787749e-16,1.969294338525773839e-20,2.350480480127177909e-17
7.392133932004496717e-27,2.408606898126744167e-01,7.591393097439517179e-01,5.099966568528161216e-15,4.433683171701053186e-10,1.500119141126476378e-16
1.652973650518540788e-23,5.024433775872481078e-01,4.975566224127475068e-01,3.945345636068699551e-18,1.095977524999492136e-15,1.566019095728059049e-19
1.127438405519881560e-23,5.705188590807586149e-22,3.740768458720457479e-22,2.423064060725407254e-01,2.508741992160095080e-23,7.576935939274607179e-01
2.192547249569893131e-17,2.590733905961186689e-01,7.409266094038833295e-01,9.330691230816474133e-16,3.539723858154088786e-19,2.041560492850147483e-17
9.999200029084266417e-01,7.700217226106967220e-05,2.942469425952214682e-06,4.483097465422710361e-08,4.219135213569415554e-32,7.618912264032524764e-09
1.343992146184903102e-41,5.551921514392594189e-12,3.461279915190905839e-09,1.794770495160233394e-09,9.999999935308352406e-01,1.207562449894915875e-09
2.829096753121822927e-31,1.247092138261182350e-07,2.934025192083171624e-05,7.383174381034426616e-07,9.999696896235434895e-01,1.070978863946477848e-07
1.640733021646971939e-21,3.800560579642694448e-01,6.199439420357272246e-01,6.250661141594349925e-20,3.609496277941759779e-21,1.358198512961107307e-21
9.153265977806586124e-16,6.212370539494283202e-12,7.569096541849383061e-13,1.516225798049122830e-01,5.136008244132694944e-17,8.483774201881166821e-01
4.678957361365511171e-49,5.873796809467004607e-13,1.308531746773731294e-09,2.111979444577567481e-12,9.999999986883949532e-01,3.746139634154573250e-13
1.206175188084877380e-21,6.977048966557386489e-02,9.302295103344218052e-01,1.514692999497049915e-15,3.783769906909848588e-18,8.154635653480582167e-18
3.088131289098553848e-14,5.148292933582860912e-14,2.443730360940413898e-13,8.021890773825376408e-01,1.397279320123749381e-14,1.978109226171229917e-01
9.999999935893981728e-01,6.095692566931266159e-10,2.148709439565435616e-11,5.668073022861085040e-09,1.211578225749134366e-42,1.114732038504085144e-10
1.836350938804136348e-13,1.432941345933510310e-16,5.915654485159635790e-17,7.593953065391205737e-01,1.308201022871520436e-21,2.406046934606927146e-01
1.918686150518344951e-13,9.261512738937196738e-11,4.089516777574439999e-12,1.569546890734583589e-01,1.329913639482077633e-18,8.430453108296481757e-01
9.999996283096643790e-01,3.708124698278010205e-09,8.525650515669827844e-10,3.647799776053550556e-07,9.258009336933895938e-36,2.349668368564256605e-09
4.515658171031177645e-37,3.350166560293594758e-11,1.521469719676986667e-08,1.642994961524853398e-07,9.999996996313835762e-01,1.208209204604260085e-07
1.878632856627274398e-44,5.827344514198968461e-13,2.269771898908152090e-09,3.458332592085452447e-10,9.999999973345694571e-01,4.924144124674368010e-11
6.691236733643150443e-14,8.821459969000039480e-01,1.178540030999286198e-01,1.861871255198140353e-15,2.753737059255022075e-17,6.491424882058842543e-16
8.812642149352814584e-17,7.150885148176355348e-14,1.612766380558007210e-13,4.721454120038639513e-01,3.641014457122160199e-14,5.278545879958638221e-01
3.051552757633360091e-22,2.525095488933612464e-01,7.474904450482237062e-01,3.781229348802371784e-12,6.054404970829723068e-09,2.276032647080019077e-13
3.768509083238188368e-14,4.495090096427512005e-01,5.504909903571917340e-01,1.873788082459578741e-14,8.959665180644818501e-19,9.884347957040024421e-16
3.730532561130051598e-53,8.320151560290364675e-19,5.340165606145614635e-13,7.528460298031554540e-10,9.999999991925179188e-01,5.409887469207619051e-11
3.996833714289542788e-10,3.087723281266474818e-13,1.384661193385677035e-13,8.311853592760815035e-01,9.039717031051121832e-20,1.688146403237843485e-01
8.556174651987735523e-42,5.838123996751597368e-13,1.942841435205029294e-09,6.450361545168210695e-09,9.999999902570095855e-01,1.349200255719923466e-09
4.544142416125972485e-14,6.418997402040942175e-18,1.304149723152352732e-19,5.738343332344189029e-01,1.386500034137245829e-28,4.261656667655327468e-01
6.457768672159443565e-18,1.060682336336506846e-13,1.412627690427495422e-14,1.165483224461636297e-01,4.682866675902291702e-18,8.834516775537148980e-01
9.150693580579383324e-17,3.538722566160926175e-01,6.461277433817331772e-01,1.944763382733985463e-12,1.180995193872987347e-13,1.130977548101152598e-13
4.214125107046651446e-19,2.969836845887949183e-14,7.239780711781663797e-14,2.983797924035485605e-01,1.667493038693392850e-13,7.016202075961837092e-01
1.696081636653911377e-06,1.994654088392711078e-01,8.005328949844495723e-01,9.355559111134177290e-11,5.399680881453161125e-24,1.089281613563678033e-12
